TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A tgtE tgtN tgtU
5.778 1901.36 2144.99 5089.87 243.699 405.617 928.755 9.8983 29.2739 -15.3821 5000 10000 12500
5.779 1901.6 2145.39 5090.8 243.709 405.646 928.74 9.89872 29.2769 -15.3848 5000 10000 12500
5.78 1901.85 2145.8 5091.73 243.719 405.675 928.724 9.89914 29.2799 -15.3875 5000 10000 12500
5.781 1902.09 2146.2 5092.66 243.728 405.704 928.709 9.89956 29.2829 -15.3902 5000 10000 12500
5.782 1902.34 2146.61 5093.58 243.738 405.734 928.694 9.89998 29.2859 -15.3929 5000 10000 12500
5.783 1902.58 2147.01 5094.51 243.748 405.763 928.678 9.90039 29.2888 -15.3956 5000 10000 12500
5.784 1902.82 2147.42 5095.44 243.758 405.792 928.663 9.90081 29.2918 -15.3983 5000 10000 12500
5.785 1903.07 2147.83 5096.37 243.768 405.822 928.647 9.90123 29.2948 -15.401 5000 10000 12500
5.786 1903.31 2148.23 5097.3 243.778 405.851 928.632 9.90164 29.2978 -15.4037 5000 10000 12500
5.787 1903.55 2148.64 5098.23 243.788 405.88 928.617 9.90206 29.3008 -15.4064 5000 10000 12500
5.788 1903.8 2149.04 5099.16 243.798 405.91 928.601 9.90247 29.3037 -15.4091 5000 10000 12500
5.789 1904.04 2149.45 5100.08 243.808 405.939 928.586 9.90289 29.3067 -15.4118 5000 10000 12500
5.79 1904.29 2149.85 5101.01 243.818 405.968 928.57 9.9033 29.3097 -15.4145 5000 10000 12500
5.791 1904.53 2150.26 5101.94 243.827 405.997 928.555 9.90371 29.3127 -15.4172 5000 10000 12500
5.792 1904.77 2150.67 5102.87 243.837 406.027 928.539 9.90413 29.3157 -15.4198 5000 10000 12500
5.793 1905.02 2151.07 5103.8 243.847 406.056 928.524 9.90454 29.3186 -15.4225 5000 10000 12500
5.794 1905.26 2151.48 5104.73 243.857 406.085 928.509 9.90495 29.3216 -15.4252 5000 10000 12500
5.795 1905.51 2151.88 5105.66 243.867 406.115 928.493 9.90536 29.3246 -15.4279 5000 10000 12500
5.796 1905.75 2152.29 5106.58 243.877 406.144 928.478 9.90577 29.3276 -15.4306 5000 10000 12500
5.797 1905.99 2152.7 5107.51 243.887 406.173 928.462 9.90618 29.3305 -15.4333 5000 10000 12500
5.798 1906.24 2153.1 5108.44 243.897 406.203 928.447 9.90659 29.3335 -15.436 5000 10000 12500
5.799 1906.48 2153.51 5109.37 243.907 406.232 928.431 9.90699 29.3365 -15.4387 5000 10000 12500
5.8 1906.72 2153.92 5110.3 243.917 406.261 928.416 9.9074 29.3395 -15.4414 5000 10000 12500
5.801 1906.97 2154.32 5111.23 243.927 406.291 928.401 9.90781 29.3424 -15.4441 5000 10000 12500
5.802 1907.21 2154.73 5112.15 243.936 406.32 928.385 9.90821 29.3454 -15.4468 5000 10000 12500
5.803 1907.46 2155.13 5113.08 243.946 406.349 928.37 9.90862 29.3484 -15.4495 5000 10000 12500
5.804 1907.7 2155.54 5114.01 243.956 406.379 928.354 9.90902 29.3513 -15.4522 5000 10000 12500
5.805 1907.94 2155.95 5114.94 243.966 406.408 928.339 9.90943 29.3543 -15.4549 5000 10000 12500
5.806 1908.19 2156.35 5115.87 243.976 406.437 928.323 9.90983 29.3573 -15.4576 5000 10000 12500
5.807 1908.43 2156.76 5116.8 243.986 406.467 928.308 9.91023 29.3602 -15.4603 5000 10000 12500
5.808 1908.68 2157.17 5117.72 243.996 406.496 928.292 9.91064 29.3632 -15.463 5000 10000 12500
5.809 1908.92 2157.57 5118.65 244.006 406.526 928.277 9.91104 29.3662 -15.4657 5000 10000 12500
5.81 1909.16 2157.98 5119.58 244.016 406.555 928.261 9.91144 29.3692 -15.4684 5000 10000 12500
5.811 1909.41 2158.39 5120.51 244.026 406.584 928.246 9.91184 29.3721 -15.4711 5000 10000 12500
5.812 1909.65 2158.79 5121.44 244.036 406.614 928.231 9.91224 29.3751 -15.4738 5000 10000 12500
5.813 1909.9 2159.2 5122.37 244.045 406.643 928.215 9.91264 29.3781 -15.4765 5000 10000 12500
5.814 1910.14 2159.61 5123.29 244.055 406.672 928.2 9.91303 29.381 -15.4792 5000 10000 12500
5.815 1910.38 2160.01 5124.22 244.065 406.702 928.184 9.91343 29.384 -15.4819 5000 10000 12500
5.816 1910.63 2160.42 5125.15 244.075 406.731 928.169 9.91383 29.3869 -15.4846 5000 10000 12500
5.817 1910.87 2160.83 5126.08 244.085 406.761 928.153 9.91423 29.3899 -15.4873 5000 10000 12500
5.818 1911.12 2161.23 5127.01 244.095 406.79 928.138 9.91462 29.3929 -15.49 5000 10000 12500
5.819 1911.36 2161.64 5127.94 244.105 406.819 928.122 9.91502 29.3958 -15.4927 5000 10000 12500
5.82 1911.61 2162.05 5128.86 244.115 406.849 928.107 9.91541 29.3988 -15.4954 5000 10000 12500
5.821 1911.85 2162.45 5129.79 244.125 406.878 928.091 9.91581 29.4018 -15.4981 5000 10000 12500
5.822 1912.09 2162.86 5130.72 244.135 406.908 928.076 9.9162 29.4047 -15.5008 5000 10000 12500
5.823 1912.34 2163.27 5131.65 244.145 406.937 928.06 9.91659 29.4077 -15.5035 5000 10000 12500
5.824 1912.58 2163.67 5132.58 244.155 406.966 928.045 9.91698 29.4106 -15.5062 5000 10000 12500
5.825 1912.83 2164.08 5133.5 244.164 406.996 928.029 9.91738 29.4136 -15.5089 5000 10000 12500
5.826 1913.07 2164.49 5134.43 244.174 407.025 928.014 9.91777 29.4166 -15.5116 5000 10000 12500
5.827 1913.31 2164.9 5135.36 244.184 407.055 927.998 9.91816 29.4195 -15.5143 5000 10000 12500
5.828 1913.56 2165.3 5136.29 244.194 407.084 927.983 9.91855 29.4225 -15.517 5000 10000 12500
5.829 1913.8 2165.71 5137.22 244.204 407.113 927.967 9.91894 29.4254 -15.5197 5000 10000 12500
5.83 1914.05 2166.12 5138.14 244.214 407.143 927.952 9.91932 29.4284 -15.5224 5000 10000 12500
5.831 1914.29 2166.52 5139.07 244.224 407.172 927.936 9.91971 29.4314 -15.5251 5000 10000 12500
5.832 1914.54 2166.93 5140 244.234 407.202 927.921 9.9201 29.4343 -15.5278 5000 10000 12500
5.833 1914.78 2167.34 5140.93 244.244 407.231 927.905 9.92049 29.4373 -15.5305 5000 10000 12500
5.834 1915.02 2167.75 5141.86 244.254 407.261 927.889 9.92087 29.4402 -15.5332 5000 10000 12500
5.835 1915.27 2168.15 5142.78 244.264 407.29 927.874 9.92126 29.4432 -15.5359 5000 10000 12500
5.836 1915.51 2168.56 5143.71 244.274 407.32 927.858 9.92164 29.4461 -15.5386 5000 10000 12500
5.837 1915.76 2168.97 5144.64 244.283 407.349 927.843 9.92203 29.4491 -15.5413 5000 10000 12500
5.838 1916 2169.37 5145.57 244.293 407.378 927.827 9.92241 29.452 -15.544 5000 10000 12500
5.839 1916.25 2169.78 5146.49 244.303 407.408 927.812 9.92279 29.455 -15.5467 5000 10000 12500
5.84 1916.49 2170.19 5147.42 244.313 407.437 927.796 9.92318 29.4579 -15.5494 5000 10000 12500
5.841 1916.73 2170.6 5148.35 244.323 407.467 927.781 9.92356 29.4609 -15.5521 5000 10000 12500
5.842 1916.98 2171 5149.28 244.333 407.496 927.765 9.92394 29.4638 -15.5548 5000 10000 12500
5.843 1917.22 2171.41 5150.21 244.343 407.526 927.75 9.92432 29.4668 -15.5574 5000 10000 12500
5.844 1917.47 2171.82 5151.13 244.353 407.555 927.734 9.9247 29.4697 -15.5601 5000 10000 12500
5.845 1917.71 2172.23 5152.06 244.363 407.585 927.718 9.92508 29.4727 -15.5628 5000 10000 12500
5.846 1917.96 2172.63 5152.99 244.373 407.614 927.703 9.92546 29.4756 -15.5655 5000 10000 12500
5.847 1918.2 2173.04 5153.92 244.383 407.644 927.687 9.92584 29.4786 -15.5682 5000 10000 12500
5.848 1918.44 2173.45 5154.84 244.393 407.673 927.672 9.92621 29.4815 -15.5709 5000 10000 12500
5.849 1918.69 2173.86 5155.77 244.403 407.703 927.656 9.92659 29.4845 -15.5736 5000 10000 12500
5.85 1918.93 2174.27 5156.7 244.413 407.732 927.641 9.92697 29.4874 -15.5763 5000 10000 12500
5.851 1919.18 2174.67 5157.63 244.422 407.762 927.625 9.92734 29.4904 -15.579 5000 10000 12500
5.852 1919.42 2175.08 5158.55 244.432 407.791 927.609 9.92772 29.4933 -15.5817 5000 10000 12500
5.853 1919.67 2175.49 5159.48 244.442 407.821 927.594 9.92809 29.4963 -15.5844 5000 10000 12500
5.854 1919.91 2175.9 5160.41 244.452 407.85 927.578 9.92847 29.4992 -15.5871 5000 10000 12500
5.855 1920.16 2176.3 5161.34 244.462 407.88 927.563 9.92884 29.5022 -15.5898 5000 10000 12500
5.856 1920.4 2176.71 5162.26 244.472 407.909 927.547 9.92921 29.5051 -15.5925 5000 10000 12500
5.857 1920.64 2177.12 5163.19 244.482 407.939 927.531 9.92959 29.5081 -15.5952 5000 10000 12500
5.858 1920.89 2177.53 5164.12 244.492 407.968 927.516 9.92996 29.511 -15.5979 5000 10000 12500
5.859 1921.13 2177.94 5165.05 244.502 407.998 927.5 9.93033 29.5139 -15.6006 5000 10000 12500
5.86 1921.38 2178.34 5165.98 244.512 408.027 927.485 9.9307 29.5169 -15.6033 5000 10000 12500
5.861 1921.62 2178.75 5166.9 244.522 408.057 927.469 9.93107 29.5198 -15.606 5000 10000 12500
5.862 1921.87 2179.16 5167.83 244.532 408.086 927.453 9.93144 29.5228 -15.6087 5000 10000 12500
5.863 1922.11 2179.57 5168.76 244.542 408.116 927.438 9.93181 29.5257 -15.6114 5000 10000 12500
5.864 1922.36 2179.98 5169.68 244.552 408.145 927.422 9.93218 29.5287 -15.6141 5000 10000 12500
5.865 1922.6 2180.38 5170.61 244.561 408.175 927.407 9.93254 29.5316 -15.6168 5000 10000 12500
5.866 1922.84 2180.79 5171.54 244.571 408.204 927.391 9.93291 29.5345 -15.6195 5000 10000 12500
5.867 1923.09 2181.2 5172.47 244.581 408.234 927.375 9.93328 29.5375 -15.6223 5000 10000 12500
5.868 1923.33 2181.61 5173.39 244.591 408.263 927.36 9.93364 29.5404 -15.625 5000 10000 12500
5.869 1923.58 2182.02 5174.32 244.601 408.293 927.344 9.93401 29.5434 -15.6277 5000 10000 12500
5.87 1923.82 2182.43 5175.25 244.611 408.322 927.329 9.93437 29.5463 -15.6304 5000 10000 12500
5.871 1924.07 2182.83 5176.18 244.621 408.352 927.313 9.93474 29.5492 -15.6331 5000 10000 12500
5.872 1924.31 2183.24 5177.1 244.631 408.382 927.297 9.9351 29.5522 -15.6358 5000 10000 12500
5.873 1924.56 2183.65 5178.03 244.641 408.411 927.282 9.93546 29.5551 -15.6385 5000 10000 12500
5.874 1924.8 2184.06 5178.96 244.651 408.441 927.266 9.93583 29.558 -15.6412 5000 10000 12500
5.875 1925.05 2184.47 5179.89 244.661 408.47 927.25 9.93619 29.561 -15.6439 5000 10000 12500
5.876 1925.29 2184.88 5180.81 244.671 408.5 927.235 9.93655 29.5639 -15.6466 5000 10000 12500
5.877 1925.54 2185.29 5181.74 244.681 408.529 927.219 9.93691 29.5668 -15.6493 5000 10000 12500
5.878 1925.78 2185.69 5182.67 244.691 408.559 927.203 9.93727 29.5698 -15.652 5000 10000 12500
5.879 1926.03 2186.1 5183.59 244.701 408.588 927.188 9.93763 29.5727 -15.6547 5000 10000 12500
5.88 1926.27 2186.51 5184.52 244.71 408.618 927.172 9.93799 29.5757 -15.6574 5000 10000 12500
5.881 1926.51 2186.92 5185.45 244.72 408.648 927.156 9.93835 29.5786 -15.6601 5000 10000 12500
5.882 1926.76 2187.33 5186.38 244.73 408.677 927.141 9.9387 29.5815 -15.6628 5000 10000 12500
5.883 1927 2187.74 5187.3 244.74 408.707 927.125 9.93906 29.5844 -15.6655 5000 10000 12500
5.884 1927.25 2188.15 5188.23 244.75 408.736 927.109 9.93942 29.5874 -15.6682 5000 10000 12500
5.885 1927.49 2188.55 5189.16 244.76 408.766 927.094 9.93977 29.5903 -15.6709 5000 10000 12500
5.886 1927.74 2188.96 5190.08 244.77 408.796 927.078 9.94013 29.5932 -15.6736 5000 10000 12500
5.887 1927.98 2189.37 5191.01 244.78 408.825 927.062 9.94048 29.5962 -15.6763 5000 10000 12500
5.888 1928.23 2189.78 5191.94 244.79 408.855 927.047 9.94084 29.5991 -15.679 5000 10000 12500
5.889 1928.47 2190.19 5192.87 244.8 408.884 927.031 9.94119 29.602 -15.6817 5000 10000 12500
5.89 1928.72 2190.6 5193.79 244.81 408.914 927.015 9.94155 29.605 -15.6844 5000 10000 12500
5.891 1928.96 2191.01 5194.72 244.82 408.944 927 9.9419 29.6079 -15.6871 5000 10000 12500
5.892 1929.21 2191.42 5195.65 244.83 408.973 926.984 9.94225 29.6108 -15.6898 5000 10000 12500
5.893 1929.45 2191.83 5196.57 244.84 409.003 926.968 9.9426 29.6138 -15.6925 5000 10000 12500
5.894 1929.7 2192.23 5197.5 244.85 409.032 926.953 9.94295 29.6167 -15.6952 5000 10000 12500
5.895 1929.94 2192.64 5198.43 244.86 409.062 926.937 9.9433 29.6196 -15.6979 5000 10000 12500
5.896 1930.19 2193.05 5199.35 244.87 409.092 926.921 9.94365 29.6225 -15.7006 5000 10000 12500
5.897 1930.43 2193.46 5200.28 244.879 409.121 926.906 9.944 29.6255 -15.7033 5000 10000 12500
5.898 1930.68 2193.87 5201.21 244.889 409.151 926.89 9.94435 29.6284 -15.706 5000 10000 12500
5.899 1930.92 2194.28 5202.14 244.899 409.18 926.874 9.9447 29.6313 -15.7087 5000 10000 12500
5.9 1931.17 2194.69 5203.06 244.909 409.21 926.858 9.94505 29.6342 -15.7114 5000 10000 12500
5.901 1931.41 2195.1 5203.99 244.919 409.24 926.843 9.94539 29.6372 -15.7141 5000 10000 12500
5.902 1931.66 2195.51 5204.92 244.929 409.269 926.827 9.94574 29.6401 -15.7168 5000 10000 12500
5.903 1931.9 2195.92 5205.84 244.939 409.299 926.811 9.94608 29.643 -15.7195 5000 10000 12500
5.904 1932.15 2196.33 5206.77 244.949 409.329 926.796 9.94643 29.6459 -15.7222 5000 10000 12500
5.905 1932.39 2196.74 5207.7 244.959 409.358 926.78 9.94677 29.6489 -15.7249 5000 10000 12500
5.906 1932.64 2197.14 5208.62 244.969 409.388 926.764 9.94712 29.6518 -15.7276 5000 10000 12500
5.907 1932.88 2197.55 5209.55 244.979 409.418 926.748 9.94746 29.6547 -15.7303 5000 10000 12500
5.908 1933.13 2197.96 5210.48 244.989 409.447 926.733 9.94781 29.6576 -15.7331 5000 10000 12500
5.909 1933.37 2198.37 5211.4 244.999 409.477 926.717 9.94815 29.6605 -15.7358 5000 10000 12500
5.91 1933.62 2198.78 5212.33 245.009 409.507 926.701 9.94849 29.6635 -15.7385 5000 10000 12500
5.911 1933.86 2199.19 5213.26 245.019 409.536 926.685 9.94883 29.6664 -15.7412 5000 10000 12500
5.912 1934.11 2199.6 5214.18 245.029 409.566 926.67 9.94917 29.6693 -15.7439 5000 10000 12500
5.913 1934.35 2200.01 5215.11 245.039 409.596 926.654 9.94951 29.6722 -15.7466 5000 10000 12500
5.914 1934.6 2200.42 5216.04 245.049 409.625 926.638 9.94985 29.6751 -15.7493 5000 10000 12500
5.915 1934.84 2200.83 5216.96 245.059 409.655 926.622 9.95019 29.6781 -15.752 5000 10000 12500
5.916 1935.09 2201.24 5217.89 245.068 409.685 926.607 9.95053 29.681 -15.7547 5000 10000 12500
5.917 1935.33 2201.65 5218.82 245.078 409.714 926.591 9.95087 29.6839 -15.7574 5000 10000 12500
5.918 1935.58 2202.06 5219.74 245.088 409.744 926.575 9.9512 29.6868 -15.7601 5000 10000 12500
5.919 1935.82 2202.47 5220.67 245.098 409.774 926.559 9.95154 29.6897 -15.7628 5000 10000 12500
5.92 1936.07 2202.88 5221.6 245.108 409.803 926.544 9.95188 29.6926 -15.7655 5000 10000 12500
5.921 1936.31 2203.29 5222.52 245.118 409.833 926.528 9.95221 29.6956 -15.7682 5000 10000 12500
5.922 1936.56 2203.7 5223.45 245.128 409.863 926.512 9.95255 29.6985 -15.7709 5000 10000 12500
5.923 1936.8 2204.11 5224.38 245.138 409.892 926.496 9.95288 29.7014 -15.7736 5000 10000 12500
5.924 1937.05 2204.52 5225.3 245.148 409.922 926.481 9.95322 29.7043 -15.7763 5000 10000 12500
5.925 1937.29 2204.93 5226.23 245.158 409.952 926.465 9.95355 29.7072 -15.779 5000 10000 12500
5.926 1937.54 2205.34 5227.15 245.168 409.982 926.449 9.95388 29.7101 -15.7817 5000 10000 12500
5.927 1937.78 2205.75 5228.08 245.178 410.011 926.433 9.95422 29.7131 -15.7845 5000 10000 12500
5.928 1938.03 2206.16 5229.01 245.188 410.041 926.417 9.95455 29.716 -15.7872 5000 10000 12500
5.929 1938.27 2206.57 5229.93 245.198 410.071 926.402 9.95488 29.7189 -15.7899 5000 10000 12500
5.93 1938.52 2206.98 5230.86 245.208 410.1 926.386 9.95521 29.7218 -15.7926 5000 10000 12500
5.931 1938.76 2207.39 5231.79 245.218 410.13 926.37 9.95554 29.7247 -15.7953 5000 10000 12500
5.932 1939.01 2207.8 5232.71 245.228 410.16 926.354 9.95587 29.7276 -15.798 5000 10000 12500
5.933 1939.25 2208.21 5233.64 245.238 410.19 926.338 9.9562 29.7305 -15.8007 5000 10000 12500
5.934 1939.5 2208.62 5234.57 245.248 410.219 926.323 9.95653 29.7334 -15.8034 5000 10000 12500
5.935 1939.74 2209.03 5235.49 245.258 410.249 926.307 9.95686 29.7364 -15.8061 5000 10000 12500
5.936 1939.99 2209.44 5236.42 245.268 410.279 926.291 9.95719 29.7393 -15.8088 5000 10000 12500
5.937 1940.23 2209.85 5237.34 245.278 410.309 926.275 9.95751 29.7422 -15.8115 5000 10000 12500
5.938 1940.48 2210.26 5238.27 245.287 410.338 926.259 9.95784 29.7451 -15.8142 5000 10000 12500
5.939 1940.73 2210.67 5239.2 245.297 410.368 926.244 9.95816 29.748 -15.8169 5000 10000 12500
5.94 1940.97 2211.08 5240.12 245.307 410.398 926.228 9.95849 29.7509 -15.8196 5000 10000 12500
5.941 1941.22 2211.49 5241.05 245.317 410.428 926.212 9.95882 29.7538 -15.8224 5000 10000 12500
5.942 1941.46 2211.9 5241.98 245.327 410.457 926.196 9.95914 29.7567 -15.8251 5000 10000 12500
5.943 1941.71 2212.31 5242.9 245.337 410.487 926.18 9.95946 29.7596 -15.8278 5000 10000 12500
5.944 1941.95 2212.72 5243.83 245.347 410.517 926.164 9.95979 29.7625 -15.8305 5000 10000 12500
5.945 1942.2 2213.13 5244.75 245.357 410.547 926.149 9.96011 29.7654 -15.8332 5000 10000 12500
5.946 1942.44 2213.54 5245.68 245.367 410.576 926.133 9.96043 29.7683 -15.8359 5000 10000 12500
5.947 1942.69 2213.95 5246.61 245.377 410.606 926.117 9.96075 29.7713 -15.8386 5000 10000 12500
5.948 1942.93 2214.37 5247.53 245.387 410.636 926.101 9.96107 29.7742 -15.8413 5000 10000 12500
5.949 1943.18 2214.78 5248.46 245.397 410.666 926.085 9.9614 29.7771 -15.844 5000 10000 12500
5.95 1943.42 2215.19 5249.39 245.407 410.695 926.069 9.96172 29.78 -15.8467 5000 10000 12500
5.951 1943.67 2215.6 5250.31 245.417 410.725 926.054 9.96204 29.7829 -15.8494 5000 10000 12500
5.952 1943.91 2216.01 5251.24 245.427 410.755 926.038 9.96235 29.7858 -15.8521 5000 10000 12500
5.953 1944.16 2216.42 5252.16 245.437 410.785 926.022 9.96267 29.7887 -15.8549 5000 10000 12500
5.954 1944.41 2216.83 5253.09 245.447 410.815 926.006 9.96299 29.7916 -15.8576 5000 10000 12500
5.955 1944.65 2217.24 5254.02 245.457 410.844 925.99 9.96331 29.7945 -15.8603 5000 10000 12500
5.956 1944.9 2217.65 5254.94 245.467 410.874 925.974 9.96363 29.7974 -15.863 5000 10000 12500
5.957 1945.14 2218.06 5255.87 245.477 410.904 925.958 9.96394 29.8003 -15.8657 5000 10000 12500
5.958 1945.39 2218.47 5256.79 245.487 410.934 925.943 9.96426 29.8032 -15.8684 5000 10000 12500
5.959 1945.63 2218.88 5257.72 245.497 410.964 925.927 9.96457 29.8061 -15.8711 5000 10000 12500
5.96 1945.88 2219.3 5258.65 245.507 410.993 925.911 9.96489 29.809 -15.8738 5000 10000 12500
5.961 1946.12 2219.71 5259.57 245.517 411.023 925.895 9.9652 29.8119 -15.8765 5000 10000 12500
5.962 1946.37 2220.12 5260.5 245.527 411.053 925.879 9.96552 29.8148 -15.8792 5000 10000 12500
5.963 1946.62 2220.53 5261.42 245.537 411.083 925.863 9.96583 29.8177 -15.882 5000 10000 12500
5.964 1946.86 2220.94 5262.35 245.546 411.113 925.847 9.96614 29.8206 -15.8847 5000 10000 12500
5.965 1947.11 2221.35 5263.27 245.556 411.143 925.831 9.96645 29.8235 -15.8874 5000 10000 12500
5.966 1947.35 2221.76 5264.2 245.566 411.172 925.816 9.96677 29.8264 -15.8901 5000 10000 12500
5.967 1947.6 2222.17 5265.13 245.576 411.202 925.8 9.96708 29.8293 -15.8928 5000 10000 12500
5.968 1947.84 2222.58 5266.05 245.586 411.232 925.784 9.96739 29.8322 -15.8955 5000 10000 12500
5.969 1948.09 2223 5266.98 245.596 411.262 925.768 9.9677 29.8351 -15.8982 5000 10000 12500
5.97 1948.33 2223.41 5267.9 245.606 411.292 925.752 9.96801 29.838 -15.9009 5000 10000 12500
5.971 1948.58 2223.82 5268.83 245.616 411.322 925.736 9.96832 29.8409 -15.9036 5000 10000 12500
5.972 1948.83 2224.23 5269.75 245.626 411.351 925.72 9.96862 29.8438 -15.9064 5000 10000 12500
5.973 1949.07 2224.64 5270.68 245.636 411.381 925.704 9.96893 29.8467 -15.9091 5000 10000 12500
5.974 1949.32 2225.05 5271.61 245.646 411.411 925.688 9.96924 29.8496 -15.9118 5000 10000 12500
5.975 1949.56 2225.46 5272.53 245.656 411.441 925.672 9.96955 29.8525 -15.9145 5000 10000 12500
5.976 1949.81 2225.87 5273.46 245.666 411.471 925.657 9.96985 29.8554 -15.9172 5000 10000 12500
5.977 1950.05 2226.29 5274.38 245.676 411.501 925.641 9.97016 29.8583 -15.9199 5000 10000 12500
5.978 1950.3 2226.7 5275.31 245.686 411.53 925.625 9.97047 29.8612 -15.9226 5000 10000 12500
5.979 1950.54 2227.11 5276.23 245.696 411.56 925.609 9.97077 29.8641 -15.9253 5000 10000 12500
5.98 1950.79 2227.52 5277.16 245.706 411.59 925.593 9.97107 29.867 -15.9281 5000 10000 12500
5.981 1951.04 2227.93 5278.09 245.716 411.62 925.577 9.97138 29.8698 -15.9308 5000 10000 12500
5.982 1951.28 2228.34 5279.01 245.726 411.65 925.561 9.97168 29.8727 -15.9335 5000 10000 12500
5.983 1951.53 2228.76 5279.94 245.736 411.68 925.545 9.97198 29.8756 -15.9362 5000 10000 12500
5.984 1951.77 2229.17 5280.86 245.746 411.71 925.529 9.97229 29.8785 -15.9389 5000 10000 12500
5.985 1952.02 2229.58 5281.79 245.756 411.74 925.513 9.97259 29.8814 -15.9416 5000 10000 12500
5.986 1952.27 2229.99 5282.71 245.766 411.769 925.497 9.97289 29.8843 -15.9443 5000 10000 12500
5.987 1952.51 2230.4 5283.64 245.776 411.799 925.481 9.97319 29.8872 -15.9471 5000 10000 12500
5.988 1952.76 2230.81 5284.56 245.786 411.829 925.465 9.97349 29.8901 -15.9498 5000 10000 12500
5.989 1953 2231.23 5285.49 245.796 411.859 925.449 9.97379 29.893 -15.9525 5000 10000 12500
5.99 1953.25 2231.64 5286.42 245.806 411.889 925.433 9.97409 29.8959 -15.9552 5000 10000 12500
5.991 1953.49 2232.05 5287.34 245.816 411.919 925.417 9.97439 29.8988 -15.9579 5000 10000 12500
5.992 1953.74 2232.46 5288.27 245.826 411.949 925.401 9.97469 29.9017 -15.9606 5000 10000 12500
5.993 1953.99 2232.87 5289.19 245.836 411.979 925.386 9.97499 29.9046 -15.9633 5000 10000 12500
5.994 1954.23 2233.29 5290.12 245.846 412.009 925.37 9.97528 29.9074 -15.9661 5000 10000 12500
5.995 1954.48 2233.7 5291.04 245.856 412.039 925.354 9.97558 29.9103 -15.9688 5000 10000 12500
5.996 1954.72 2234.11 5291.97 245.866 412.068 925.338 9.97588 29.9132 -15.9715 5000 10000 12500
5.997 1954.97 2234.52 5292.89 245.876 412.098 925.322 9.97617 29.9161 -15.9742 5000 10000 12500
5.998 1955.22 2234.93 5293.82 245.886 412.128 925.306 9.97647 29.919 -15.9769 5000 10000 12500
5.999 1955.46 2235.35 5294.74 245.895 412.158 925.29 9.97676 29.9219 -15.9796 5000 10000 12500
6 1955.71 2235.76 5295.67 245.905 412.188 925.274 9.97706 29.9248 -15.9823 5000 10000 12500
6.001 1955.95 2236.17 5296.59 245.915 412.218 925.258 9.97735 29.9277 -15.9851 5000 10000 12500
6.002 1956.2 2236.58 5297.52 245.925 412.248 925.242 9.97764 29.9305 -15.9878 5000 10000 12500
